trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
292,False,"{'a': 0.5, 'e': 0.053933687300356026}",20,12,13.638076305243093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05339703814519709}",25,13,-18.063347440572063,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.052865728738350375}",25,14,17.643595952586416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.052339705948432395}",20,10,20.439312849511992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05181891717272585}",30,17,24.477093586245193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05130331033191912}",20,0,30.980704390432493,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.05079283386489851}",25,0,33.70707137997192,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.05028743672359187}",20,9,22.778963371129556,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.04978706836786395}",25,7,32.40076329163317,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,13,16.138472349264635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,7,23.142364689742376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,14,7.992941872341346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,24,11.220040626991516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,29.51848434773403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,18,13.494736339651908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,10,20.231027693468405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,13,27.29603808719914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,16,23.06428441890288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,20,18.504927058811315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
